cuisine,Categories_final_edit,Date,Name,Street_Address,Amount,Description,City,State,Zip,Clarified_Name,Clarified_Purpose,complete_address,lat,lon
Italian,Pizza for staff & volunteers,5/12/16,Primo's Restaurant,28 myrtle st,219.87,Pizza for staff & volunteers,Boston,MA,2114,,,"Primo's Restaurant,28 myrtle st,Boston,MA",42.3592359,-71.0655626
Italian,food,7/20/16,Primo's Restaurant,28 myrtle st,100,Pizza For Student Visit - State House,Boston,MA,2101,,,"Primo's Restaurant,28 myrtle st,Boston,MA",42.3592359,-71.0655626
Italian,food,6/8/16,Primo's Restaurant,28 myrtle st,350,Pizza for Students,Boston,MA,2114,,,"Primo's Restaurant,28 myrtle st,Boston,MA",42.3592359,-71.0655626
Italian,Pizza For The Dedham High Band,4/11/16,Primo's Restaurant,,183.33,Pizza For The Dedham High Band,Boston,MA,2101,,,"Primo's Restaurant,28 myrtle st,Boston,MA",42.3592359,-71.0655626
Italian,Pizza Kids at Statehouse,6/15/16,Primo's Restaurant,28 myrtle st,142.1,Pizza Kids at Statehouse,Boston,MA,2114,,,"Primo's Restaurant,28 myrtle st,Boston,MA",42.3592359,-71.0655626
Italian,Pizza Luncheon For Ames Free Library Staff,11/7/16,Primo's Restaurant,28 myrtle st,77.84,Pizza Luncheon For Ames Free Library Staff,Boston,MA,2114,,,"Primo's Restaurant,28 myrtle st,Boston,MA",42.3592359,-71.0655626
Italian,Pizza Purchase For Constituent Activity,5/17/17,Primo's Restaurant,,79.7,Pizza Purchase For Constituent Activity,Boston,MA,2101,,,"Primo's Restaurant,28 myrtle st,Boston,MA",42.3592359,-71.0655626
Italian,Pizza to State House-Host DY RHS Holiday Concert,12/2/16,Primo's Restaurant,28 myrtle st,165.89,Pizza to State House-Host DY RHS Holiday Concert,Boston,MA,2114,,,"Primo's Restaurant,28 myrtle st,Boston,MA",42.3592359,-71.0655626
Italian,OTHER: PIZZA DURING CAMPAIGN MEETINGS,1/11/16,Primo's Restaurant,824 worthington st,140,OTHER: PIZZA DURING CAMPAIGN MEETINGS,Springfield,MA,1105,,,"Primo's Restaurant,28 myrtle st,Boston,MA",42.3592359,-71.0655626
Mexican,Food,6/30/17,Qdoba,393 huntington ave #101,21.4,Food For Volunteers,Boston,MA,2115,,,"Qdoba,393 huntington ave #101,Boston,MA",42.3397733,-71.0909676
Mexican,Lunch Meeting To Discuss Fundraising,8/1/16,Qdoba,101 causeway st,22.37,Lunch Meeting To Discuss Fundraising,Boston,MA,2114,,,"Qdoba,101 causeway st,Boston,MA",42.3648721,-71.0618368
Italian,Pizza Constituent Luncheon,11/30/17,Red Rose Pizzeria,main st,105.66,Pizza Constituent Luncheon,Springfield,MA,1108,,,"Red Rose Pizzeria,main st,Springfield,MA",42.0995549,-72.5854076
Italian,Pizza Constituent Luncheon,12/1/17,Red Rose Pizzeria,main st,105.66,Pizza Constituent Luncheon,Springfield,MA,1108,,,"Red Rose Pizzeria,main st,Springfield,MA",42.0995549,-72.5854076
Italian,Pizza-senior Center Lunch,12/7/17,Red Rose Pizzeria,1060 main st,104.86,Pizza-senior Center Lunch,Springfield,MA,1108,,,"Red Rose Pizzeria,1060 main st,Springfield,MA",42.0995549,-72.5854076
Bars,Dinner with Dan Koh to discuss campaign,11/9/17,Redbones,55 chester st,73.96,Dinner with Dan Koh to discuss campaign,Sommerville,MA,2144,,,"Redbones,chester st,Sommerville,MA",42.39519,-71.122323
Italian,pizza for community meeting,11/6/17,Regina Pizza,brighton ave,98.91,pizza for community meeting,Allston,MA,2134,,,"Regina Pizza,brighton ave,Allston,MA",42.3561224,-71.1325308
Italian,food,6/29/17,Regina Pizza,north end,207.24,Pizza for North 2 South Event,Boston,MA,2113,,,"Regina Pizza,north end,Boston,MA",42.3654261,-71.0568787
Italian,food,10/16/17,Regina's Pizzeria,11 1/2 thacher st,34.54,CHECKCARD,Boston,MA,2113,Regina's Pizzeria,Pizza For Phonebankers,"Regina's Pizzeria,11 1/2 thacher st,Boston,MA",42.3654261,-71.0568787
Italian,food,10/27/17,Regina's Pizzeria,11 1/2 thacher st,34.54,CHECKCARD,Boston,MA,2113,Regina Pizzeria,Pizza for phonebankers,"Regina's Pizzeria,11 1/2 thacher st,Boston,MA",42.3654261,-71.0568787
Italian,Food,9/8/16,Regina's Pizzeria,44 station landing,217.5,Election Volunteers lunch,Medford,MA,2155,,,"Regina's Pizzeria,44 station landing,Medford,MA",42.4039978,-71.0803436
Italian,Lunch with Campaign Volunteers,10/24/16,Regina's Pizzeria,44 station landing,35.65,Lunch with Campaign Volunteers,Medford,MA,,,,"Regina's Pizzeria,44 station landing,Medford,MA",42.4039978,-71.0803436
Italian,food,3/21/17,Regina's Pizzeria,11 1/2 thatcher st,227.57,Pizza for Community Event,Boston,MA,2113,,,"Regina's Pizzeria,11 1/2 thatcher st,Boston,MA",42.3654261,-71.0568787
Italian,food,4/26/17,Regina's Pizzeria,11 1/2 thatcher st,248.18,Pizza for state house staff during budget,Boston,MA,2113,,,"Regina's Pizzeria,11 1/2 thatcher st,Boston,MA",42.3654261,-71.0568787
Italian,Pizzas For Community Event,12/5/16,Regina's Pizzeria,11 1/2 thacher st,72.44,Pizzas For Community Event,Boston,MA,2101,,,"Regina's Pizzeria,11 1/2 thacher st,Boston,MA",42.3654261,-71.0568787
Italian,Pizza For Attleboro Seniors,10/12/16,Richard Ross,135 south st,50,Pizza For Attleboro Seniors,Wrentham,MA,2093,,,"Richard Ross,135 south st,Wrentham,MA",42.0646026,-71.3300906
Italian,Pizza For No Attleboro Seniors,10/16/16,Richard Ross,135 south st,100,Pizza For No Attleboro Seniors,Wrentham,MA,2093,,,"Richard Ross,135 south st,Wrentham,MA",42.0646026,-71.3300906
Italian,pizza for seniors,10/28/16,Richard Ross,135 south st,71,pizza for seniors,Wrentham,MA,2048,,,"Richard Ross,135 south st,Wrentham,MA",42.0646026,-71.3300906
Italian,food,10/27/16,Rossini's Pizzeria,206 fitchburg turnpike,93.24,Pizza For Volunteers,Concord,MA,1742,,,"Rossini's Pizzeria,206 fitchburg turnpike,Concord,MA",42.421623,-71.372108
Steakhouse,Food,11/6/17,Ruth's Chris Steak House,45 school st,562.74,Annual Legislative Staff Meeting & Dinner To Discuss Pending Legislative Matters Including Local Municipal Legislation,Boston,MA,2101,,,"Ruth Chris,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Colleague dinner to discuss budget issues,4/26/17,Ruth's Chris Steak House,school st,142.52,Colleague dinner to discuss budget issues,Boston,MA,2101,,,"Ruth Chris,school st,Boston,MA",42.358125,-71.059337
Steakhouse,colleague dinner to discuss State business,2/4/16,Ruth's Chris Steak House,,261.41,colleague dinner to discuss State business,Boston,Ma,2101,,,"Ruth Chris,school st,Boston,MA",42.358125,-71.059337
Steakhouse,restaurant,4/8/16,Ruth's Chris Steak House,,448.62,colleague meeting to discuss Energy issues,Boston,Ma,2101,,,"Ruth Chris,school st,Boston,MA",42.358125,-71.059337
Steakhouse,Staff Birthday Lunch,5/4/17,Ruth's Chris Steak House,beacon st,176.73,Staff Birthday Lunch,Boston,MA,2101,,,"Ruth Chris,beacon st,Boston,MA",42.358125,-71.059337
Steakhouse,Food,5/30/17,Ruth's Chris Steak House,45 school st,57.78,Food For Volunteers,Boston,MA,2108,,,"Ruth Chris Steak,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner Meeting With Colleagues and Staff To Discuss Budget Matters,4/6/17,Ruth's Chris Steak House,45 school st,735.1,Dinner Meeting With Colleagues and Staff To Discuss Budget Matters,Boston,MA,2108,,,"Ruth Chris' Boston,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,"Dinner with colleagues on general, legislative matters",5/19/16,Ruth's Chris Steak House,45 school st,622.53,"Dinner with colleagues on general, legislative matters",Boston,MA,2108,,,"Ruth Chris' Boston,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Food,12/29/16,Ruth's Chris Steak House,45 school st,93.41,Lunch With Colleagues On Community Issues,Boston,MA,2108,,,"Ruth Chris' Boston,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,food,3/8/17,Ruth's Chris Steak House,45 school st,406.52,Refreshments With Colleagues To Discuss Legislative Matters,Boston,MA,2108,,,"Ruth Chris' Boston,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,food,5/8/17,Ruth's Chris Steak House,45 school st,228.32,Refreshments With Colleagues To Discuss Legislative Matters,Boston,MA,2108,,,"Ruth Chris' Boston,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,food,2/10/17,Ruth's Chris Steak House,45 school st,526.44,Refreshments With Colleagues To Discuss Legislative Session,Boston,MA,2108,,,"Ruth Chris' Boston,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Budget Committee Post-meeting Lunch,5/20/16,Ruth's Chris Steak House,45 school st,567.53,Budget Committee Post-meeting Lunch,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Budget Week Food For Staff,4/28/16,Ruth's Chris Steak House,45 school st,485.53,Budget week food for staff,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Food,4/13/16,Ruth's Chris Steak House,11 school st,853.54,Catering,Boston,MA,02108-4305,,,"Ruth's Chris Steak House,11 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Food,4/27/17,Ruth's Chris Steak House,11 school st,"1,145.65",Catering for fundraiser,Boston,MA,02108-4305,,,"Ruth's Chris Steak House,11 school st,Boston,MA",42.358125,-71.059337
Steakhouse,restaurants,4/6/17,Ruth's Chris Steak House,45 school st,152.87,Colleague Dinner,Boston,MA,2101,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Colleague dinner to discuss days events,6/8/16,Ruth's Chris Steak House,45 school st,126.38,Colleague dinner to discuss days events,Boston,Ma,2101,,,"Ruth's Chris Steak House,45 school st,Boston,Ma",42.358125,-71.059337
Steakhouse,Dining Expense - Dinner with Finance Staff,9/13/16,Ruth's Chris Steak House,45 school st,154.47,Dining Expense - Dinner with Finance Staff,Boston,MA,2110,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner Meeting With Colleagues After Formal Session,5/25/16,Ruth's Chris Steak House,45 school st,429.52,Dinner Meeting With Colleagues After Formal Session,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner Meeting With Colleagues To Discuss Communication Best Practices,3/24/16,Ruth's Chris Steak House,45 school st,135.61,Dinner Meeting With Colleagues To Discuss Communication Best Practices,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Restaurant,10/5/17,Ruth's Chris Steak House,45 school st,343.55,Dinner meeting with colleagues to discuss legislation,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner meeting with colleagues to discuss legislative matters,10/11/17,Ruth's Chris Steak House,45 school st,302.52,Dinner meeting with colleagues to discuss legislative matters,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Restaurant,12/20/17,Ruth's Chris Steak House,45 school st,229.93,Dinner Meeting With Colleagues To Discuss Pending Legislation,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner meeting with house colleagues to discuss committee assignments,1/26/17,Ruth's Chris Steak House,45 school st,399.01,Dinner meeting with house colleagues to discuss committee assignments,Boston,MA,02108-3206,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner meeting with members to discuss legislative matters,4/14/17,Ruth's Chris Steak House,45 school st,280,Dinner meeting with members to discuss legislative matters,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner Meeting With Two Elected Officials and A Donor To Discuss Fy18 Budget,5/8/17,Ruth's Chris Steak House,45 school st,175.91,Dinner Meeting With Two Elected Officials and A Donor To Discuss Fy18 Budget,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner w constituent re: local,11/22/16,Ruth's Chris Steak House,45 school st,100.8,Dinner w constituent re: local,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner with  Colleagues to discuss energy bill,6/9/16,Ruth's Chris Steak House,45 school st,568,Dinner with  Colleagues to discuss energy bill,Boston,MA,2101,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,dinner with colleague on elder issues,8/1/17,Ruth's Chris Steak House,45 school st,382.64,dinner with colleague on elder issues,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Restaurant,4/6/17,Ruth's Chris Steak House,45 school st,743,Dinner with colleagues after event,Boston,MA,2101,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Restaurant,5/25/17,Ruth's Chris Steak House,45 school st,476,Dinner with colleagues after session,Boston,MA,2101,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner With Colleagues and Staff Members To Discuss Next Steps For Fy18 Budget And Other Legislation,5/17/17,Ruth's Chris Steak House,45 school st,673.46,Dinner With Colleagues and Staff Members To Discuss Next Steps For Fy18 Budget And Other Legislation,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Restaurant,4/26/16,Ruth's Chris Steak House,"old city hall, 45 school st",162.5,Dinner with Colleagues during Budget Week,Boston,MA,2108,,,"Ruth's Chris Steak House,old city hall, 45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner with Colleagues regarding legislative session,2/23/16,Ruth's Chris Steak House,45 school st,"1,140.80",Dinner with Colleagues regarding legislative session,Boston,MA,2101,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner With Colleagues To Discuss Committee Work,3/31/16,Ruth's Chris Steak House,45 school st,351.05,Dinner With Colleagues To Discuss Committee Work,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Restaurant,5/25/17,Ruth's Chris Steak House,school st,334.18,Dinner with Colleagues to discuss legislative issues,Boston,Ma,2101,,,"Ruth's Chris Steak House,school st,Boston,Ma",42.358125,-71.059337
Steakhouse,Dinner With Colleagues To Discuss State Budget,3/8/17,Ruth's Chris Steak House,45 school st,158.24,Dinner With Colleagues To Discuss State Budget,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner With Colleagues To Discuss State Budget Issues,4/26/16,Ruth's Chris Steak House,45 school st,326.95,Dinner With Colleagues To Discuss State Budget Issues,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner with colleagues to discusss end of session,7/7/16,Ruth's Chris Steak House,45 school st,220,Dinner with colleagues to discusss end of session,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,dinner with energy colleagues,11/16/17,Ruth's Chris Steak House,school st,190.37,dinner with energy colleagues,Boston,MA,2101,,,"Ruth's Chris Steak House,school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner With Female Senators,3/23/16,Ruth's Chris Steak House,45 school st,135.61,Dinner With Female Senators,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner With Five Colleagues,5/19/16,Ruth's Chris Steak House,45 school st,622.54,Dinner With Five Colleagues,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner With House Colleagues Following Formal Session To Discuss Health Care Matters.,1/25/17,Ruth's Chris Steak House,45 school st,117.91,Dinner With House Colleagues Following Formal Session To Discuss Health Care Matters.,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner With Legislative Colleagues Following Session To Discuss The Various Public Policy Matters of The Day.,4/5/17,Ruth's Chris Steak House,45 school st,138.35,Dinner With Legislative Colleagues Following Session To Discuss The Various Public Policy Matters of The Day.,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner with Legislative Colleagues to discuss FY17,3/31/16,Ruth's Chris Steak House, 45 school st boston,150.19,Dinner with Legislative Colleagues to discuss FY17,Boston,MA,2108,,,"Ruth's Chris Steak House, 45 school st boston,Boston,MA",42.358125,-71.059337
Steakhouse,Restaurant,7/19/17,Ruth's Chris Steak House,45 school st,"1,589.50",Dinner with legislators,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner with Regional Delegation to discuss FY17,2/17/17,Ruth's Chris Steak House,45 school st,56.48,Dinner with Regional Delegation to discuss FY17,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner with Rep Sean Garballey to discuss restorative justice,9/19/17,Ruth's Chris Steak House,45 school st,105.1,Dinner with Rep Sean Garballey to discuss restorative justice,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner With Senate Candidate and Advisor,10/20/17,Ruth's Chris Steak House,45 school st,743.28,Dinner With Senate Candidate and Advisor,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner With Staff and Departing Interns,7/28/16,Ruth's Chris Steak House,,285.94,Dinner With Staff and Departing Interns,Boston,MA,2101,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner With Women Senate Colleagues,3/24/16,Ruth's Chris Steak House,,135.61,Dinner With Women Senate Colleagues,Boston,MA,2101,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Food,5/2/17,Ruth's Chris Steak House,45 school st,73.84,Drinks & Appetizers To Celebrate A Staff Members Birthday,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Food,10/17/17,Ruth's Chris Steak House,45 school st ste 1d,"2,473.99",Facility Rental/Catering Services,Boston,MA,2101,,,"Ruth's Chris Steak House,45 school st ste 1d,Boston,MA",42.358125,-71.059337
Steakhouse,Food,9/27/17,Ruth's Chris Steak House,45 school st,668.8,Food and refreshments for fundraising event,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,food,7/21/16,Ruth's Chris Steak House,45 school st,"1,146.95",food event,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Food/Beverage Mtg. re fundraiser,9/14/16,Ruth's Chris Steak House,school st,48.24,Food/Beverage Mtg. re fundraiser,Boston,MA,2101,,,"Ruth's Chris Steak House,school st,Boston,MA",42.358125,-71.059337
Steakhouse,Food,6/21/16,Ruth's Chris Steak House,45 school st,68.71,Food/Catering,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Food,9/1/16,Ruth's Chris Steak House,45 school st,56.01,Food/Catering,Boston,MA,2110,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Food,3/1/16,Ruth's Chris Steak House,45 school st,902.36,Fundraiser Catering,Boston,MA,02108-3211,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Food,3/2/17,Ruth's Chris Steak House,45 school st,"1,334.01",Fundraiser catering,Boston,MA,02108-3211,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Holiday dinner meeting with legislative colleagues,12/22/17,Ruth's Chris Steak House,45 school st,168.44,Holiday dinner meeting with legislative colleagues,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Holiday Luncheon,12/13/17,Ruth's Chris Steak House,45 school st,571.65,Holiday Luncheon,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Holiday Luncheon,12/29/16,Ruth's Chris Steak House,"old city hall, 45 school st",761.73,Holiday Luncheon,Boston,MA,2108,,,"Ruth's Chris Steak House,old city hall, 45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Food,12/21/16,Ruth's Chris Steak House,,380.86,Holiday Staff Luncheon,Boston,MA,2101,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Lunch expense with colleague,10/28/16,Ruth's Chris Steak House,45 school st,81.22,Lunch expense with colleague,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,"Lunch Meeting Between Me, My Legislative Aide, and Two of Senator Warren's Staffers To Discuss The Coordination Of Constituents Services",7/20/16,Ruth's Chris Steak House,45 school st,88.3,"Lunch Meeting Between Me, My Legislative Aide, and Two of Senator Warren's Staffers To Discuss The Coordination Of Constituents Services",Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,restaurant,1/23/17,Ruth's Chris Steak House,,46.22,lunch with campaign advisor re reelection campaign,Boston,MA,2101,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Food,12/26/17,Ruth's Chris Steak House,45 school st,55.01,Lunch With Campaign Staff,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Food,12/14/17,Ruth's Chris Steak House,45 school st,116,Lunch with colleagues after city council hearing,Boston,MA,2101,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Luncheon For Fundraiser Volunteers,5/10/16,Ruth's Chris Steak House,45 school st,146.52,Luncheon For Fundraiser Volunteers,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Food,9/20/17,Ruth's Chris Steak House,45 school st,651.05,Meeting Expense: Meals,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,restaurant,10/5/17,Ruth's Chris Steak House,45 school st,322.71,meeting with colleagues on criminal justice reform issues,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Office Staff Holiday Luncheon,12/28/16,Ruth's Chris Steak House,45 school st,117.8,Office Staff Holiday Luncheon,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Dinner With Public Relations Consultant,5/1/17,Ruth's Chris Steak House,,293.03,POS,Boston,MA,,,Dinner With Public Relations Consultant,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,food,3/9/17,Ruth's Chris Steak House,45 school st,382.82,Post fundraiser dinner with constituents,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,raffle prize for St. John's Chrysostom bazaar (lunch for four),12/27/16,Ruth's Chris Steak House,,100.48,raffle prize for St. John's Chrysostom bazaar (lunch for four),Boston,MA,2101,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Staff going away dinner,8/18/17,Ruth's Chris Steak House,45 school st,314.58,Staff going away dinner,Boston,MA,02108-3206,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Summer Intern and Staff Appreciation/farewell Lunch.,8/1/17,Ruth's Chris Steak House,45 school st,179.76,Summer Intern and Staff Appreciation/farewell Lunch.,Boston,MA,2108,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Thank you dinner with campaign staff,10/25/17,Ruth's Chris Steak House,45 school st,274.21,Thank you dinner with campaign staff,Boston,MA,02108-3206,,,"Ruth's Chris Steak House,45 school st,Boston,MA",42.358125,-71.059337
Steakhouse,Mtg w/staff re: COS farewell dinner,1/20/16,Ruth's Chris Steak House,45 school st,332.05,Mtg w/staff re: COS farewell dinner,Boston,MA,2108,,,"Ruth'sChris Boston,45 school st,Boston,MA",42.358125,-71.059337
Italian,food,7/1/16,Sal's Pizza,124 ferry st,207.85,Pizza For Constituents Get Together,Everett,MA,2149,,,"Sal's Pizza,124 ferry st,Everett,MA",42.4055548,-71.0476384
Italian,Sponsor pizza party for MV Food Bank Trophy Winner,3/6/17,Sal's Pizza,chelmsford st,105.33,Sponsor pizza party for MV Food Bank Trophy Winner,Chelmsford,MA,1824,,,"Sal's Pizza,chelmsford st,Chelmsford,MA",42.6129945,-71.3312957
American,Constituent Meeting Food For Lunchone in The Office,1/19/16,Saladworks,cambridge st,94.29,Constituent Meeting Food For Lunchone in The Office,Boston,MA,2108,,,"Saladworks,cambridge st,Boston,MA",42.3587625,-71.0597201
Italian,food,7/12/16,Sals Boston,150 tremont st,25.66,Pizza for State house tour for Art Contest - Kellsey Campbell,Boston,MA,2101,,,"Sals Boston,150 tremont st,Boston,MA",42.3548749,-71.0631131
American,Committee Luncheon For Economic Development,4/18/17,Sam LaGrassa's,44 province st,227.65,Committee Luncheon For Economic Development,Boston,MA,2108,,,"Sam LaGrassa's,44 province st,Boston,MA",42.3568718,-71.0599198
American,Conference Committee lunch,6/27/17,Sam LaGrassa's,44 province st,533.66,Conference Committee lunch,Boston,MA,2108,,,"Sam LaGrassa's,44 province st,Boston,MA",42.3568718,-71.0599198
American,Conference Committee lunch,7/3/17,Sam LaGrassa's,44 province st,513.91,Conference Committee lunch,Boston,MA,2108,,,"Sam LaGrassa's,44 province st,Boston,MA",42.3568718,-71.0599198
American,Conference Committee lunch,6/29/17,Sam LaGrassa's,44 province st,350.05,Conference Committee lunch,Boston,MA,2108,,,"Sam LaGrassa's,44 province st,Boston,MA",42.3568718,-71.0599198
American,Conference Committee lunch,6/27/17,Sam LaGrassa's,44 province st,487.65,Conference Committee lunch,Boston,MA,2108,,,"Sam LaGrassa's,44 province st,Boston,MA",42.3568718,-71.0599198
Italian,food,5/22/17,Sammy Carlo's Delicatessen,567 bennington st,44,Pizza for Volunteers,East Boston,MA,02128-1554,,,"Sammy Carlo's Delicatessen,567 bennington st,East Boston,MA",42.3825354,-71.0181793
Bars,Food,8/31/16,Samuels Sports Bar & Grill,hall of fame,100.55,Campaign meeting,Springfield,MA,1101,,,"Samuels Restaurant,1000 w columbus ave,Springfield,MA",42.0932944,-72.5848947
Bars,Food,10/17/16,Samuels Sports Bar & Grill,1000 west columbus ave,51.25,Food for campaign fundraiser,Springfield,MA,1105,,,"Samuels Restaurant,1000 w columbus ave,Springfield,MA",42.0932944,-72.5848947
Italian,Pizza donation for Lowell Jr High Football,10/29/17,Sandwich King,bridge st,292.23,Pizza donation for Lowell Jr High Football,Lowell,Ma,1850,,,"Sandwich King,bridge st,Lowell,Ma",42.649707,-71.303671
Italian,pizza for election day workers,11/7/17,Sandwich King,bridge st,136.87,pizza for election day workers,Lowell,MA,1850,,,"Sandwich King,bridge st,Lowell,MA",42.649707,-71.303671
Italian,food,11/7/17,Sandwich King,bridge st,160.53,Pizza for Poll Workers,Lowell,MA,1850,,,"Sandwich King,bridge st,Lowell,MA",42.649707,-71.303671
